,lap,name,driverRef,since pit,until pit,position,year,clear lap?,raceId
856,14,Chinese Grand Prix,rosberg,0.0,23,5.0,2014,overtaker,903.0
857,14,Chinese Grand Prix,bottas,1.0,17,9.0,2014,overtaker,903.0
858,14,Chinese Grand Prix,perez,3.0,16,14.0,2014,overtaker,903.0
859,16,Chinese Grand Prix,raikkonen,5.0,15,8.0,2014,overtaker,903.0
860,16,Chinese Grand Prix,grosjean,6.0,Unknown,9.0,2014,overtaker,903.0
861,16,Chinese Grand Prix,massa,5.0,15,20.0,2014,overtaker,903.0
862,2,Spanish Grand Prix,vergne,1.0,14,18.0,2014,overtaker,904.0
863,2,Spanish Grand Prix,vergne,1.0,14,17.0,2014,overtaker,904.0
864,4,Spanish Grand Prix,maldonado,3.0,11,19.0,2014,overtaker,904.0
865,8,Spanish Grand Prix,kvyat,7.0,10,11.0,2014,overtaker,904.0
866,8,Spanish Grand Prix,maldonado,7.0,7,18.0,2014,overtaker,904.0
867,9,Spanish Grand Prix,button,8.0,8,12.0,2014,overtaker,904.0
868,9,Spanish Grand Prix,vettel,8.0,3,13.0,2014,overtaker,904.0
869,14,Spanish Grand Prix,magnussen,13.0,5,13.0,2014,overtaker,904.0
870,14,Spanish Grand Prix,vettel,1.0,19,20.0,2014,overtaker,904.0
871,14,Spanish Grand Prix,vettel,1.0,19,19.0,2014,overtaker,904.0
872,16,Spanish Grand Prix,ricciardo,1.0,29,9.0,2014,overtaker,904.0
873,16,Spanish Grand Prix,vettel,3.0,17,17.0,2014,overtaker,904.0
874,17,Spanish Grand Prix,ricciardo,2.0,28,7.0,2014,overtaker,904.0
875,17,Spanish Grand Prix,grosjean,1.0,17,12.0,2014,overtaker,904.0
876,18,Spanish Grand Prix,ricciardo,3.0,27,4.0,2014,overtaker,904.0
877,18,Spanish Grand Prix,grosjean,2.0,16,8.0,2014,overtaker,904.0
878,18,Spanish Grand Prix,vergne,1.0,Unknown,18.0,2014,overtaker,904.0
879,18,Spanish Grand Prix,maldonado,2.0,19,19.0,2014,overtaker,904.0
880,18,Spanish Grand Prix,sutil,0.0,17,20.0,2014,overtaker,904.0
881,19,Spanish Grand Prix,button,1.0,17,13.0,2014,overtaker,904.0
882,19,Spanish Grand Prix,kvyat,0.0,17,14.0,2014,overtaker,904.0
883,21,Spanish Grand Prix,magnussen,1.0,20,14.0,2014,overtaker,904.0
884,9,Monaco Grand Prix,sutil,7.0,Unknown,18.0,2014,overtaker,905.0
885,11,Monaco Grand Prix,sutil,9.0,Unknown,16.0,2014,overtaker,905.0
886,16,Monaco Grand Prix,sutil,14.0,Unknown,15.0,2014,overtaker,905.0
887,32,Monaco Grand Prix,hulkenberg,5.0,45,7.0,2014,overtaker,905.0
888,35,Monaco Grand Prix,raikkonen,6.0,38,12.0,2014,overtaker,905.0
889,35,Monaco Grand Prix,bianchi,9.0,42,13.0,2014,overtaker,905.0
890,39,Monaco Grand Prix,grosjean,15.0,38,14.0,2014,overtaker,905.0
891,39,Monaco Grand Prix,ericsson,13.0,12,15.0,2014,overtaker,905.0
892,72,Monaco Grand Prix,button,46.0,5,6.0,2014,overtaker,905.0
893,8,Canadian Grand Prix,perez,7.0,26.0,10.0,2014,overtaker,906.0
894,10,Canadian Grand Prix,hamilton,9.0,9.0,2.0,2014,overtaker,906.0
895,11,Canadian Grand Prix,gutierrez,8.0,21.0,17.0,2014,overtaker,906.0
896,12,Canadian Grand Prix,kvyat,11.0,17.0,17.0,2014,overtaker,906.0
897,15,Canadian Grand Prix,kvyat,14.0,14.0,15.0,2014,overtaker,906.0
898,16,Canadian Grand Prix,bottas,1.0,19.0,8.0,2014,overtaker,906.0
899,16,Canadian Grand Prix,button,1.0,22.0,14.0,2014,overtaker,906.0
900,16,Canadian Grand Prix,grosjean,4.0,30.0,17.0,2014,overtaker,906.0
901,17,Canadian Grand Prix,ricciardo,3.0,20.0,8.0,2014,overtaker,906.0
902,17,Canadian Grand Prix,massa,1.0,31.0,12.0,2014,overtaker,906.0
903,18,Canadian Grand Prix,magnussen,2.0,27.0,15.0,2014,overtaker,906.0
904,22,Canadian Grand Prix,massa,6.0,26.0,9.0,2014,overtaker,906.0
905,26,Canadian Grand Prix,massa,10.0,22.0,8.0,2014,overtaker,906.0
906,26,Canadian Grand Prix,grosjean,14.0,20.0,15.0,2014,overtaker,906.0
907,27,Canadian Grand Prix,raikkonen,9.0,12.0,11.0,2014,overtaker,906.0
908,28,Canadian Grand Prix,button,13.0,10.0,12.0,2014,overtaker,906.0
909,28,Canadian Grand Prix,sutil,12.0,12.0,16.0,2014,overtaker,906.0
910,38,Canadian Grand Prix,kvyat,8.0,8.0,15.0,2014,overtaker,906.0
911,39,Canadian Grand Prix,button,0.0,31.0,13.0,2014,overtaker,906.0
912,48,Canadian Grand Prix,button,9.0,22.0,9.0,2014,overtaker,906.0
913,57,Canadian Grand Prix,massa,8.0,12.0,6.0,2014,overtaker,906.0
914,57,Canadian Grand Prix,massa,8.0,12.0,5.0,2014,overtaker,906.0
915,2,Austrian Grand Prix,grosjean,1.0,1,21.0,2014,overtaker,907.0
916,2,Austrian Grand Prix,grosjean,1.0,1,19.0,2014,overtaker,907.0
917,3,Austrian Grand Prix,kvyat,2.0,7,9.0,2014,overtaker,907.0
918,6,Austrian Grand Prix,vergne,5.0,2,13.0,2014,overtaker,907.0
919,9,Austrian Grand Prix,kobayashi,8.0,5,16.0,2014,overtaker,907.0
920,11,Austrian Grand Prix,hulkenberg,1.0,28,16.0,2014,overtaker,907.0
921,12,Austrian Grand Prix,magnussen,1.0,28,13.0,2014,overtaker,907.0
922,12,Austrian Grand Prix,hulkenberg,2.0,27,14.0,2014,overtaker,907.0
923,12,Austrian Grand Prix,kvyat,1.0,Unknown,16.0,2014,overtaker,907.0
924,12,Austrian Grand Prix,ricciardo,1.0,31,17.0,2014,overtaker,907.0
925,13,Austrian Grand Prix,rosberg,1.0,27,7.0,2014,overtaker,907.0
926,13,Austrian Grand Prix,kvyat,2.0,Unknown,14.0,2014,overtaker,907.0
927,13,Austrian Grand Prix,vergne,4.0,26,17.0,2014,overtaker,907.0
928,14,Austrian Grand Prix,magnussen,3.0,26,11.0,2014,overtaker,907.0
929,14,Austrian Grand Prix,ricciardo,3.0,29,15.0,2014,overtaker,907.0
930,14,Austrian Grand Prix,grosjean,10.0,13,18.0,2014,overtaker,907.0
931,15,Austrian Grand Prix,perez,14.0,14,2.0,2014,overtaker,907.0
932,15,Austrian Grand Prix,rosberg,3.0,25,3.0,2014,overtaker,907.0
933,15,Austrian Grand Prix,hamilton,1.0,24,5.0,2014,overtaker,907.0
934,15,Austrian Grand Prix,hulkenberg,5.0,24,11.0,2014,overtaker,907.0
935,15,Austrian Grand Prix,vergne,6.0,24,15.0,2014,overtaker,907.0
936,16,Austrian Grand Prix,kvyat,5.0,Unknown,11.0,2014,overtaker,907.0
937,3,British Grand Prix,bottas,2.0,28.0,8.0,2014,overtaker,908.0
938,3,British Grand Prix,bottas,2.0,28.0,7.0,2014,overtaker,908.0
939,3,British Grand Prix,alonso,2.0,22.0,12.0,2014,overtaker,908.0
940,3,British Grand Prix,grosjean,2.0,27.0,15.0,2014,overtaker,908.0
941,4,British Grand Prix,hamilton,3.0,20.0,2.0,2014,overtaker,908.0
942,4,British Grand Prix,bottas,3.0,27.0,6.0,2014,overtaker,908.0
943,4,British Grand Prix,alonso,3.0,21.0,11.0,2014,overtaker,908.0
944,4,British Grand Prix,alonso,3.0,21.0,10.0,2014,overtaker,908.0
945,4,British Grand Prix,vergne,3.0,23.0,16.0,2014,overtaker,908.0
946,5,British Grand Prix,perez,4.0,21.0,18.0,2014,overtaker,908.0
947,6,British Grand Prix,alonso,5.0,19.0,9.0,2014,overtaker,908.0
948,6,British Grand Prix,alonso,5.0,19.0,8.0,2014,overtaker,908.0
949,6,British Grand Prix,perez,5.0,20.0,17.0,2014,overtaker,908.0
950,8,British Grand Prix,alonso,7.0,17.0,7.0,2014,overtaker,908.0
951,8,British Grand Prix,sutil,7.0,15.0,11.0,2014,overtaker,908.0
952,8,British Grand Prix,kobayashi,7.0,10.0,18.0,2014,overtaker,908.0
953,9,British Grand Prix,ricciardo,8.0,6.0,8.0,2014,overtaker,908.0
954,9,British Grand Prix,maldonado,8.0,17.0,13.0,2014,overtaker,908.0
955,11,British Grand Prix,vettel,0.0,22.0,10.0,2014,overtaker,908.0
956,11,British Grand Prix,vergne,10.0,16.0,12.0,2014,overtaker,908.0
957,12,British Grand Prix,grosjean,11.0,18.0,13.0,2014,overtaker,908.0
958,13,British Grand Prix,bottas,12.0,18.0,4.0,2014,overtaker,908.0
959,3,German Grand Prix,perez,2.0,11.0,7.0,2014,overtaker,909.0
960,3,German Grand Prix,ricciardo,2.0,10.0,13.0,2014,overtaker,909.0
961,3,German Grand Prix,hamilton,2.0,23.0,16.0,2014,overtaker,909.0
962,3,German Grand Prix,bianchi,2.0,17.0,18.0,2014,overtaker,909.0
963,4,German Grand Prix,ricciardo,3.0,9.0,12.0,2014,overtaker,909.0
964,4,German Grand Prix,hamilton,3.0,22.0,15.0,2014,overtaker,909.0
965,4,German Grand Prix,hamilton,3.0,22.0,14.0,2014,overtaker,909.0
966,4,German Grand Prix,bianchi,3.0,16.0,17.0,2014,overtaker,909.0
967,4,German Grand Prix,magnussen,2.0,25.0,20.0,2014,overtaker,909.0
968,5,German Grand Prix,vergne,4.0,8.0,10.0,2014,overtaker,909.0
969,5,German Grand Prix,hamilton,4.0,21.0,13.0,2014,overtaker,909.0
970,5,German Grand Prix,gutierrez,4.0,9.0,14.0,2014,overtaker,909.0
971,7,German Grand Prix,ricciardo,6.0,6.0,11.0,2014,overtaker,909.0
972,7,German Grand Prix,hamilton,6.0,19.0,12.0,2014,overtaker,909.0
973,7,German Grand Prix,maldonado,6.0,11.0,15.0,2014,overtaker,909.0
974,8,German Grand Prix,magnussen,6.0,21.0,19.0,2014,overtaker,909.0
975,9,German Grand Prix,magnussen,7.0,20.0,18.0,2014,overtaker,909.0
976,10,German Grand Prix,ricciardo,9.0,3.0,9.0,2014,overtaker,909.0
977,10,German Grand Prix,hamilton,9.0,16.0,10.0,2014,overtaker,909.0
978,11,German Grand Prix,ricciardo,10.0,2.0,8.0,2014,overtaker,909.0
979,11,German Grand Prix,magnussen,9.0,18.0,16.0,2014,overtaker,909.0
980,13,German Grand Prix,hamilton,12.0,13.0,8.0,2014,overtaker,909.0
981,2,Hungarian Grand Prix,magnussen,1.0,13.0,19.0,2014,overtaker,910.0
982,3,Hungarian Grand Prix,hamilton,2.0,5.0,20.0,2014,overtaker,910.0
983,3,Hungarian Grand Prix,hamilton,2.0,5.0,19.0,2014,overtaker,910.0
984,3,Hungarian Grand Prix,kvyat,2.0,5.0,21.0,2014,overtaker,910.0
985,4,Hungarian Grand Prix,hamilton,3.0,4.0,18.0,2014,overtaker,910.0
986,4,Hungarian Grand Prix,hamilton,3.0,4.0,17.0,2014,overtaker,910.0
987,4,Hungarian Grand Prix,hamilton,3.0,4.0,16.0,2014,overtaker,910.0
988,4,Hungarian Grand Prix,kvyat,3.0,4.0,20.0,2014,overtaker,910.0
989,4,Hungarian Grand Prix,kvyat,3.0,4.0,19.0,2014,overtaker,910.0
990,4,Hungarian Grand Prix,kvyat,3.0,4.0,18.0,2014,overtaker,910.0
991,4,Hungarian Grand Prix,magnussen,3.0,11.0,20.0,2014,overtaker,910.0
992,5,Hungarian Grand Prix,hamilton,4.0,3.0,15.0,2014,overtaker,910.0
993,5,Hungarian Grand Prix,magnussen,4.0,10.0,19.0,2014,overtaker,910.0
994,6,Hungarian Grand Prix,hamilton,5.0,2.0,14.0,2014,overtaker,910.0
995,6,Hungarian Grand Prix,maldonado,5.0,2.0,20.0,2014,overtaker,910.0
996,7,Hungarian Grand Prix,kvyat,6.0,1.0,17.0,2014,overtaker,910.0
997,7,Hungarian Grand Prix,chilton,6.0,1.0,20.0,2014,overtaker,910.0
998,8,Hungarian Grand Prix,hamilton,7.0,0.0,13.0,2014,overtaker,910.0
999,8,Hungarian Grand Prix,magnussen,7.0,7.0,18.0,2014,overtaker,910.0
1000,14,Hungarian Grand Prix,button,5.0,1.0,1.0,2014,overtaker,910.0
1001,14,Hungarian Grand Prix,magnussen,13.0,1.0,4.0,2014,overtaker,910.0
1002,14,Hungarian Grand Prix,alonso,4.0,24.0,7.0,2014,overtaker,910.0
1003,2,Belgian Grand Prix,hulkenberg,1.0,8.0,12.0,2014,overtaker,911.0
1004,3,Belgian Grand Prix,button,2.0,10.0,8.0,2014,overtaker,911.0
1005,4,Belgian Grand Prix,ricciardo,3.0,7.0,3.0,2014,overtaker,911.0
1006,5,Belgian Grand Prix,ricciardo,4.0,6.0,2.0,2014,overtaker,911.0
1007,5,Belgian Grand Prix,perez,4.0,4.0,9.0,2014,overtaker,911.0
1008,8,Belgian Grand Prix,bottas,7.0,4.0,4.0,2014,overtaker,911.0
1009,8,Belgian Grand Prix,vergne,7.0,7.0,13.0,2014,overtaker,911.0
1010,9,Belgian Grand Prix,kvyat,8.0,1.0,8.0,2014,overtaker,911.0
1011,9,Belgian Grand Prix,raikkonen,0.0,12.0,13.0,2014,overtaker,911.0
1012,10,Belgian Grand Prix,raikkonen,1.0,11.0,10.0,2014,overtaker,911.0
1013,10,Belgian Grand Prix,raikkonen,1.0,11.0,9.0,2014,overtaker,911.0
1014,10,Belgian Grand Prix,rosberg,1.0,9.0,12.0,2014,overtaker,911.0
1015,10,Belgian Grand Prix,rosberg,1.0,9.0,11.0,2014,overtaker,911.0
1016,10,Belgian Grand Prix,massa,0.0,11.0,16.0,2014,overtaker,911.0
1017,10,Belgian Grand Prix,massa,0.0,11.0,15.0,2014,overtaker,911.0
1018,11,Belgian Grand Prix,vettel,0.0,11.0,7.0,2014,overtaker,911.0
1019,11,Belgian Grand Prix,rosberg,2.0,8.0,8.0,2014,overtaker,911.0
1020,12,Belgian Grand Prix,perez,2.0,10.0,10.0,2014,overtaker,911.0
1021,13,Belgian Grand Prix,magnussen,1.0,10.0,7.0,2014,overtaker,911.0
1022,13,Belgian Grand Prix,alonso,0.0,12.0,9.0,2014,overtaker,911.0
1023,14,Belgian Grand Prix,alonso,1.0,11.0,7.0,2014,overtaker,911.0
1024,14,Belgian Grand Prix,kvyat,3.0,10.0,11.0,2014,overtaker,911.0
1025,2,Italian Grand Prix,kvyat,1.0,28,19.0,2014,overtaker,912.0
1026,2,Italian Grand Prix,kvyat,1.0,28,18.0,2014,overtaker,912.0
1027,3,Italian Grand Prix,kvyat,2.0,27,17.0,2014,overtaker,912.0
1028,3,Italian Grand Prix,grosjean,2.0,17,20.0,2014,overtaker,912.0
1029,4,Italian Grand Prix,chilton,3.0,Unknown,20.0,2014,overtaker,912.0
1030,5,Italian Grand Prix,massa,4.0,18,2.0,2014,overtaker,912.0
1031,5,Italian Grand Prix,hamilton,4.0,20,3.0,2014,overtaker,912.0
1032,5,Italian Grand Prix,raikkonen,4.0,15,9.0,2014,overtaker,912.0
1033,5,Italian Grand Prix,kvyat,4.0,25,16.0,2014,overtaker,912.0
1034,6,Italian Grand Prix,bottas,5.0,18,10.0,2014,overtaker,912.0
1035,7,Italian Grand Prix,ricciardo,6.0,19,11.0,2014,overtaker,912.0
1036,7,Italian Grand Prix,kvyat,6.0,23,15.0,2014,overtaker,912.0
1037,9,Italian Grand Prix,bottas,8.0,15,9.0,2014,overtaker,912.0
1038,10,Italian Grand Prix,hamilton,9.0,15,2.0,2014,overtaker,912.0
1039,12,Italian Grand Prix,grosjean,11.0,8,18.0,2014,overtaker,912.0
1040,14,Italian Grand Prix,bottas,13.0,10,8.0,2014,overtaker,912.0
1041,16,Italian Grand Prix,bottas,15.0,8,7.0,2014,overtaker,912.0
1042,18,Italian Grand Prix,bottas,17.0,6,6.0,2014,overtaker,912.0
1043,18,Italian Grand Prix,gutierrez,8.0,18,20.0,2014,overtaker,912.0
1044,19,Italian Grand Prix,kvyat,18.0,11,13.0,2014,overtaker,912.0
1045,21,Italian Grand Prix,bottas,20.0,3,4.0,2014,overtaker,912.0
1046,22,Italian Grand Prix,gutierrez,12.0,14,18.0,2014,overtaker,912.0
1047,8,Singapore Grand Prix,maldonado,7.0,3.0,16.0,2014,overtaker,913.0
1048,10,Singapore Grand Prix,hulkenberg,0.0,15.0,19.0,2014,overtaker,913.0
1049,10,Singapore Grand Prix,hulkenberg,0.0,15.0,18.0,2014,overtaker,913.0
1050,11,Singapore Grand Prix,hulkenberg,1.0,14.0,15.0,2014,overtaker,913.0
1051,11,Singapore Grand Prix,kvyat,0.0,12.0,17.0,2014,overtaker,913.0
1052,11,Singapore Grand Prix,kvyat,0.0,12.0,16.0,2014,overtaker,913.0
1053,11,Singapore Grand Prix,grosjean,0.0,11.0,19.0,2014,overtaker,913.0
1054,11,Singapore Grand Prix,sutil,2.0,13.0,20.0,2014,overtaker,913.0
1055,12,Singapore Grand Prix,perez,11.0,3.0,7.0,2014,overtaker,913.0
1056,12,Singapore Grand Prix,grosjean,1.0,10.0,17.0,2014,overtaker,913.0
1057,12,Singapore Grand Prix,grosjean,1.0,10.0,16.0,2014,overtaker,913.0
1058,12,Singapore Grand Prix,maldonado,0.0,11.0,20.0,2014,overtaker,913.0
1059,13,Singapore Grand Prix,massa,2.0,9.0,8.0,2014,overtaker,913.0
1060,13,Singapore Grand Prix,raikkonen,1.0,12.0,9.0,2014,overtaker,913.0
1061,13,Singapore Grand Prix,vergne,1.0,11.0,12.0,2014,overtaker,913.0
1062,13,Singapore Grand Prix,hulkenberg,3.0,12.0,13.0,2014,overtaker,913.0
1063,14,Singapore Grand Prix,massa,3.0,8.0,6.0,2014,overtaker,913.0
1064,14,Singapore Grand Prix,raikkonen,2.0,11.0,7.0,2014,overtaker,913.0
1065,14,Singapore Grand Prix,bottas,2.0,9.0,9.0,2014,overtaker,913.0
1066,15,Singapore Grand Prix,bottas,3.0,8.0,7.0,2014,overtaker,913.0
1067,15,Singapore Grand Prix,vergne,3.0,9.0,10.0,2014,overtaker,913.0
1068,15,Singapore Grand Prix,magnussen,1.0,11.0,11.0,2014,overtaker,913.0
1069,10,Japanese Grand Prix,ericsson,7.0,1.0,18.0,2014,overtaker,914.0
1070,13,Japanese Grand Prix,kvyat,1.0,10.0,12.0,2014,overtaker,914.0
1071,14,Japanese Grand Prix,grosjean,2.0,7.0,14.0,2014,overtaker,914.0
1072,15,Japanese Grand Prix,hulkenberg,2.0,11.0,9.0,2014,overtaker,914.0
1073,16,Japanese Grand Prix,vettel,3.0,13.0,5.0,2014,overtaker,914.0
1074,16,Japanese Grand Prix,ericsson,4.0,9.0,19.0,2014,overtaker,914.0
1075,17,Japanese Grand Prix,ricciardo,5.0,19.0,6.0,2014,overtaker,914.0
1076,17,Japanese Grand Prix,magnussen,1.0,16.0,20.0,2014,overtaker,914.0
1077,18,Japanese Grand Prix,vettel,5.0,11.0,4.0,2014,overtaker,914.0
1078,19,Japanese Grand Prix,ricciardo,7.0,17.0,5.0,2014,overtaker,914.0
1079,22,Japanese Grand Prix,ericsson,10.0,3.0,16.0,2014,overtaker,914.0
1080,23,Japanese Grand Prix,grosjean,1.0,11.0,17.0,2014,overtaker,914.0
1081,23,Japanese Grand Prix,grosjean,1.0,11.0,16.0,2014,overtaker,914.0
1082,24,Japanese Grand Prix,grosjean,2.0,10.0,15.0,2014,overtaker,914.0
1083,24,Japanese Grand Prix,sutil,1.0,8.0,16.0,2014,overtaker,914.0
1084,25,Japanese Grand Prix,raikkonen,1.0,9.0,12.0,2014,overtaker,914.0
1085,25,Japanese Grand Prix,magnussen,9.0,8.0,16.0,2014,overtaker,914.0
1086,25,Japanese Grand Prix,vergne,5.0,19.0,17.0,2014,overtaker,914.0
1087,26,Japanese Grand Prix,maldonado,3.0,14.0,17.0,2014,overtaker,914.0
1088,28,Japanese Grand Prix,ericsson,2.0,11.0,18.0,2014,overtaker,914.0
1089,29,Japanese Grand Prix,hamilton,14.0,6.0,1.0,2014,overtaker,914.0
1090,29,Japanese Grand Prix,kvyat,5.0,10.0,9.0,2014,overtaker,914.0
1091,2,Russian Grand Prix,vettel,1.0,28.0,7.0,2014,overtaker,915.0
1092,2,Russian Grand Prix,ricciardo,1.0,9.0,8.0,2014,overtaker,915.0
1093,3,Russian Grand Prix,magnussen,2.0,23.0,5.0,2014,overtaker,915.0
1094,4,Russian Grand Prix,vettel,3.0,26.0,6.0,2014,overtaker,915.0
1095,4,Russian Grand Prix,ricciardo,3.0,7.0,7.0,2014,overtaker,915.0
1096,5,Russian Grand Prix,raikkonen,4.0,21.0,9.0,2014,overtaker,915.0
1097,5,Russian Grand Prix,sutil,4.0,7.0,16.0,2014,overtaker,915.0
1098,5,Russian Grand Prix,rosberg,3.0,48.0,18.0,2014,overtaker,915.0
1099,5,Russian Grand Prix,massa,3.0,22.0,19.0,2014,overtaker,915.0
1100,6,Russian Grand Prix,rosberg,4.0,47.0,17.0,2014,overtaker,915.0
1101,6,Russian Grand Prix,massa,4.0,21.0,18.0,2014,overtaker,915.0
1102,7,Russian Grand Prix,rosberg,5.0,46.0,16.0,2014,overtaker,915.0
1103,8,Russian Grand Prix,rosberg,6.0,45.0,15.0,2014,overtaker,915.0
1104,8,Russian Grand Prix,massa,6.0,19.0,17.0,2014,overtaker,915.0
1105,9,Russian Grand Prix,massa,7.0,18.0,16.0,2014,overtaker,915.0
1106,10,Russian Grand Prix,rosberg,8.0,43.0,14.0,2014,overtaker,915.0
1107,11,Russian Grand Prix,massa,9.0,16.0,15.0,2014,overtaker,915.0
1108,13,Russian Grand Prix,rosberg,11.0,40.0,12.0,2014,overtaker,915.0
1109,14,Russian Grand Prix,massa,12.0,13.0,13.0,2014,overtaker,915.0
1110,14,Russian Grand Prix,ricciardo,2.0,39.0,16.0,2014,overtaker,915.0
1111,15,Russian Grand Prix,rosberg,13.0,38.0,11.0,2014,overtaker,915.0
1112,15,Russian Grand Prix,massa,13.0,12.0,12.0,2014,overtaker,915.0
1113,5,United States Grand Prix,ricciardo,4.0,9,5.0,2014,overtaker,916.0
1114,5,United States Grand Prix,button,3.0,23,13.0,2014,overtaker,916.0
1115,6,United States Grand Prix,hulkenberg,4.0,Unknown,14.0,2014,overtaker,916.0
1116,6,United States Grand Prix,vettel,3.0,20,15.0,2014,overtaker,916.0
1117,17,United States Grand Prix,alonso,0.0,26,10.0,2014,overtaker,916.0
1118,19,United States Grand Prix,grosjean,2.0,10,12.0,2014,overtaker,916.0
1119,19,United States Grand Prix,vergne,3.0,10,13.0,2014,overtaker,916.0
1120,24,United States Grand Prix,hamilton,7.0,9,1.0,2014,overtaker,916.0
1121,24,United States Grand Prix,alonso,7.0,19,7.0,2014,overtaker,916.0
1122,24,United States Grand Prix,grosjean,7.0,5,10.0,2014,overtaker,916.0
1123,24,United States Grand Prix,vergne,8.0,5,11.0,2014,overtaker,916.0
1124,26,United States Grand Prix,grosjean,9.0,3,9.0,2014,overtaker,916.0
1125,26,United States Grand Prix,vergne,10.0,3,10.0,2014,overtaker,916.0
1126,27,United States Grand Prix,alonso,10.0,16,6.0,2014,overtaker,916.0
1127,27,United States Grand Prix,grosjean,10.0,2,8.0,2014,overtaker,916.0
1128,27,United States Grand Prix,maldonado,11.0,8,11.0,2014,overtaker,916.0
1129,28,United States Grand Prix,vergne,12.0,1,8.0,2014,overtaker,916.0
1130,35,United States Grand Prix,vettel,8.0,13,11.0,2014,overtaker,916.0
1131,42,United States Grand Prix,vettel,15.0,6,8.0,2014,overtaker,916.0
1132,42,United States Grand Prix,button,13.0,13,10.0,2014,overtaker,916.0
1133,44,United States Grand Prix,vettel,17.0,4,6.0,2014,overtaker,916.0
1134,45,United States Grand Prix,alonso,1.0,11,6.0,2014,overtaker,916.0
1135,7,Brazilian Grand Prix,vergne,6.0,2.0,10.0,2014,overtaker,917.0
1136,9,Brazilian Grand Prix,rosberg,1.0,17.0,3.0,2014,overtaker,917.0
1137,9,Brazilian Grand Prix,massa,3.0,16.0,7.0,2014,overtaker,917.0
1138,10,Brazilian Grand Prix,hamilton,1.0,18.0,4.0,2014,overtaker,917.0
1139,10,Brazilian Grand Prix,bottas,3.0,16.0,7.0,2014,overtaker,917.0
1140,10,Brazilian Grand Prix,raikkonen,1.0,25.0,14.0,2014,overtaker,917.0
1141,11,Brazilian Grand Prix,rosberg,3.0,15.0,2.0,2014,overtaker,917.0
1142,12,Brazilian Grand Prix,hamilton,3.0,16.0,3.0,2014,overtaker,917.0
1143,12,Brazilian Grand Prix,button,5.0,15.0,8.0,2014,overtaker,917.0
1144,13,Brazilian Grand Prix,massa,7.0,12.0,5.0,2014,overtaker,917.0
1145,14,Brazilian Grand Prix,rosberg,6.0,12.0,1.0,2014,overtaker,917.0
1146,14,Brazilian Grand Prix,bottas,7.0,12.0,6.0,2014,overtaker,917.0
1147,14,Brazilian Grand Prix,magnussen,6.0,12.0,9.0,2014,overtaker,917.0
1148,15,Brazilian Grand Prix,button,8.0,12.0,7.0,2014,overtaker,917.0
1149,16,Brazilian Grand Prix,hamilton,7.0,12.0,2.0,2014,overtaker,917.0
1150,17,Brazilian Grand Prix,massa,11.0,8.0,3.0,2014,overtaker,917.0
1151,17,Brazilian Grand Prix,alonso,9.0,11.0,9.0,2014,overtaker,917.0
1152,18,Brazilian Grand Prix,vettel,11.0,6.0,10.0,2014,overtaker,917.0
1153,22,Brazilian Grand Prix,magnussen,14.0,4.0,6.0,2014,overtaker,917.0
1154,22,Brazilian Grand Prix,kvyat,3.0,16.0,16.0,2014,overtaker,917.0
1155,24,Brazilian Grand Prix,alonso,16.0,4.0,7.0,2014,overtaker,917.0
1156,24,Brazilian Grand Prix,vettel,17.0,0.0,8.0,2014,overtaker,917.0
1157,5,Abu Dhabi Grand Prix,alonso,4.0,0,5.0,2014,overtaker,918.0
1158,5,Abu Dhabi Grand Prix,kvyat,4.0,1,6.0,2014,overtaker,918.0
1159,5,Abu Dhabi Grand Prix,vergne,4.0,8,11.0,2014,overtaker,918.0
1160,5,Abu Dhabi Grand Prix,ricciardo,4.0,22,16.0,2014,overtaker,918.0
1161,5,Abu Dhabi Grand Prix,ricciardo,4.0,22,15.0,2014,overtaker,918.0
1162,5,Abu Dhabi Grand Prix,sutil,4.0,0,16.0,2014,overtaker,918.0
1163,5,Abu Dhabi Grand Prix,vettel,4.0,16,17.0,2014,overtaker,918.0
1164,6,Abu Dhabi Grand Prix,bottas,5.0,4,6.0,2014,overtaker,918.0
1165,7,Abu Dhabi Grand Prix,ricciardo,6.0,20,10.0,2014,overtaker,918.0
1166,7,Abu Dhabi Grand Prix,ricciardo,6.0,20,9.0,2014,overtaker,918.0
1167,7,Abu Dhabi Grand Prix,vettel,6.0,14,11.0,2014,overtaker,918.0
1168,7,Abu Dhabi Grand Prix,alonso,1.0,20,15.0,2014,overtaker,918.0
1169,7,Abu Dhabi Grand Prix,grosjean,5.0,1,16.0,2014,overtaker,918.0
1170,7,Abu Dhabi Grand Prix,kvyat,0.0,Unknown,17.0,2014,overtaker,918.0
1171,8,Abu Dhabi Grand Prix,raikkonen,1.0,18,16.0,2014,overtaker,918.0
1172,9,Abu Dhabi Grand Prix,button,2.0,19,11.0,2014,overtaker,918.0
1173,9,Abu Dhabi Grand Prix,alonso,3.0,18,12.0,2014,overtaker,918.0
1174,10,Abu Dhabi Grand Prix,kvyat,3.0,Unknown,13.0,2014,overtaker,918.0
1175,11,Abu Dhabi Grand Prix,gutierrez,3.0,17,16.0,2014,overtaker,918.0
1176,11,Abu Dhabi Grand Prix,maldonado,3.0,Unknown,17.0,2014,overtaker,918.0
1177,12,Abu Dhabi Grand Prix,raikkonen,5.0,14,14.0,2014,overtaker,918.0
