,lap,name,driverRef,since pit,until pit,position,year,clear lap?,raceId
0,4,Australian Grand Prix,hamilton,3.0,12,5.0,2016,overtaker,948.0
1,5,Australian Grand Prix,ricciardo,4.0,7,8.0,2016,overtaker,948.0
2,5,Australian Grand Prix,bottas,4.0,12,16.0,2016,overtaker,948.0
3,9,Australian Grand Prix,bottas,8.0,8,14.0,2016,overtaker,948.0
4,10,Australian Grand Prix,ricciardo,9.0,2,6.0,2016,overtaker,948.0
5,10,Australian Grand Prix,bottas,9.0,7,13.0,2016,overtaker,948.0
6,10,Australian Grand Prix,grosjean,9.0,8,16.0,2016,overtaker,948.0
7,10,Australian Grand Prix,sainz,1.0,8,19.0,2016,overtaker,948.0
8,10,Australian Grand Prix,sainz,1.0,8,18.0,2016,overtaker,948.0
9,10,Australian Grand Prix,gutierrez,9.0,Unknown,19.0,2016,overtaker,948.0
10,12,Australian Grand Prix,bottas,11.0,5,11.0,2016,overtaker,948.0
11,12,Australian Grand Prix,sainz,3.0,6,13.0,2016,overtaker,948.0
12,13,Australian Grand Prix,massa,1.0,5,12.0,2016,overtaker,948.0
13,14,Australian Grand Prix,ricciardo,1.0,4,8.0,2016,overtaker,948.0
14,14,Australian Grand Prix,ricciardo,1.0,4,7.0,2016,overtaker,948.0
15,14,Australian Grand Prix,verstappen,0.0,4,9.0,2016,overtaker,948.0
16,14,Australian Grand Prix,sainz,5.0,4,10.0,2016,overtaker,948.0
17,15,Australian Grand Prix,verstappen,1.0,3,8.0,2016,overtaker,948.0
18,15,Australian Grand Prix,sainz,6.0,3,9.0,2016,overtaker,948.0
19,15,Australian Grand Prix,massa,3.0,3,11.0,2016,overtaker,948.0
20,16,Australian Grand Prix,vettel,2.0,2,1.0,2016,overtaker,948.0
21,16,Australian Grand Prix,ricciardo,3.0,2,6.0,2016,overtaker,948.0
22,2,Bahrain Grand Prix,kvyat,1.0,14.0,14.0,2016,overtaker,949.0
23,2,Bahrain Grand Prix,nasr,1.0,8.0,18.0,2016,overtaker,949.0
24,2,Bahrain Grand Prix,nasr,1.0,8.0,17.0,2016,overtaker,949.0
25,2,Bahrain Grand Prix,magnussen,1.0,10.0,19.0,2016,overtaker,949.0
26,4,Bahrain Grand Prix,hamilton,3.0,9.0,6.0,2016,overtaker,949.0
27,6,Bahrain Grand Prix,raikkonen,5.0,6.0,4.0,2016,overtaker,949.0
28,7,Bahrain Grand Prix,raikkonen,6.0,5.0,3.0,2016,overtaker,949.0
29,8,Bahrain Grand Prix,hamilton,7.0,5.0,3.0,2016,overtaker,949.0
30,8,Bahrain Grand Prix,ricciardo,1.0,16.0,15.0,2016,overtaker,949.0
31,8,Bahrain Grand Prix,ricciardo,1.0,16.0,14.0,2016,overtaker,949.0
32,8,Bahrain Grand Prix,perez,5.0,6.0,17.0,2016,overtaker,949.0
33,10,Bahrain Grand Prix,massa,2.0,19.0,9.0,2016,overtaker,949.0
34,10,Bahrain Grand Prix,massa,2.0,19.0,8.0,2016,overtaker,949.0
35,10,Bahrain Grand Prix,ricciardo,3.0,14.0,10.0,2016,overtaker,949.0
36,10,Bahrain Grand Prix,ricciardo,3.0,14.0,9.0,2016,overtaker,949.0
37,11,Bahrain Grand Prix,vandoorne,10.0,45.0,14.0,2016,overtaker,949.0
38,12,Bahrain Grand Prix,verstappen,1.0,14.0,11.0,2016,overtaker,949.0
39,12,Bahrain Grand Prix,vandoorne,11.0,44.0,12.0,2016,overtaker,949.0
40,12,Bahrain Grand Prix,ricciardo,5.0,12.0,4.0,2016,overtaker,949.0
41,12,Bahrain Grand Prix,raikkonen,11.0,0.0,5.0,2016,overtaker,949.0
42,12,Bahrain Grand Prix,raikkonen,11.0,0.0,4.0,2016,overtaker,949.0
43,14,Bahrain Grand Prix,raikkonen,1.0,15.0,2.0,2016,overtaker,949.0
44,2,Chinese Grand Prix,vettel,1.0,2.0,7.0,2016,overtaker,950.0
45,2,Chinese Grand Prix,button,1.0,2.0,8.0,2016,overtaker,950.0
46,2,Chinese Grand Prix,verstappen,1.0,2.0,11.0,2016,overtaker,950.0
47,3,Chinese Grand Prix,bottas,2.0,1.0,9.0,2016,overtaker,950.0
48,4,Chinese Grand Prix,vettel,3.0,0.0,5.0,2016,overtaker,950.0
49,4,Chinese Grand Prix,vettel,3.0,0.0,4.0,2016,overtaker,950.0
50,4,Chinese Grand Prix,gutierrez,3.0,15.0,15.0,2016,overtaker,950.0
51,8,Chinese Grand Prix,perez,3.0,10.0,8.0,2016,overtaker,950.0
52,9,Chinese Grand Prix,kvyat,4.0,10.0,5.0,2016,overtaker,950.0
53,9,Chinese Grand Prix,kvyat,4.0,10.0,4.0,2016,overtaker,950.0
54,9,Chinese Grand Prix,kvyat,4.0,10.0,3.0,2016,overtaker,950.0
55,9,Chinese Grand Prix,perez,4.0,9.0,7.0,2016,overtaker,950.0
56,9,Chinese Grand Prix,bottas,4.0,12.0,9.0,2016,overtaker,950.0
57,9,Chinese Grand Prix,bottas,4.0,12.0,8.0,2016,overtaker,950.0
58,9,Chinese Grand Prix,button,4.0,18.0,10.0,2016,overtaker,950.0
59,9,Chinese Grand Prix,sainz,4.0,10.0,11.0,2016,overtaker,950.0
60,9,Chinese Grand Prix,vettel,4.0,8.0,14.0,2016,overtaker,950.0
61,9,Chinese Grand Prix,vettel,4.0,8.0,13.0,2016,overtaker,950.0
62,9,Chinese Grand Prix,vettel,4.0,8.0,12.0,2016,overtaker,950.0
63,9,Chinese Grand Prix,hulkenberg,4.0,8.0,13.0,2016,overtaker,950.0
64,9,Chinese Grand Prix,ricciardo,5.0,10.0,16.0,2016,overtaker,950.0
65,9,Chinese Grand Prix,ricciardo,5.0,10.0,15.0,2016,overtaker,950.0
66,4,Russian Grand Prix,bottas,3.0,12.0,2.0,2016,overtaker,951.0
67,4,Russian Grand Prix,hamilton,3.0,13.0,4.0,2016,overtaker,951.0
68,6,Russian Grand Prix,ericsson,4.0,22.0,15.0,2016,overtaker,951.0
69,6,Russian Grand Prix,perez,4.0,21.0,17.0,2016,overtaker,951.0
70,7,Russian Grand Prix,hamilton,6.0,10.0,3.0,2016,overtaker,951.0
71,7,Russian Grand Prix,perez,5.0,20.0,16.0,2016,overtaker,951.0
72,8,Russian Grand Prix,button,7.0,12.0,12.0,2016,overtaker,951.0
73,8,Russian Grand Prix,perez,6.0,19.0,15.0,2016,overtaker,951.0
74,9,Russian Grand Prix,perez,7.0,18.0,14.0,2016,overtaker,951.0
75,9,Russian Grand Prix,perez,7.0,18.0,13.0,2016,overtaker,951.0
76,10,Russian Grand Prix,wehrlein,9.0,3.0,14.0,2016,overtaker,951.0
77,18,Russian Grand Prix,kvyat,9.0,34.0,18.0,2016,overtaker,951.0
78,19,Russian Grand Prix,hamilton,1.0,34.0,5.0,2016,overtaker,951.0
79,19,Russian Grand Prix,hamilton,1.0,34.0,4.0,2016,overtaker,951.0
80,20,Russian Grand Prix,bottas,3.0,33.0,5.0,2016,overtaker,951.0
81,22,Russian Grand Prix,sainz,10.0,30.0,13.0,2016,overtaker,951.0
82,24,Russian Grand Prix,alonso,2.0,28.0,8.0,2016,overtaker,951.0
83,27,Russian Grand Prix,kvyat,18.0,25.0,17.0,2016,overtaker,951.0
84,29,Russian Grand Prix,magnussen,12.0,23.0,8.0,2016,overtaker,951.0
85,29,Russian Grand Prix,grosjean,11.0,23.0,9.0,2016,overtaker,951.0
86,30,Russian Grand Prix,button,9.0,22.0,12.0,2016,overtaker,951.0
87,31,Russian Grand Prix,perez,3.0,21.0,10.0,2016,overtaker,951.0
88,4,Spanish Grand Prix,massa,3.0,4,18.0,2016,overtaker,952.0
89,5,Spanish Grand Prix,massa,4.0,3,17.0,2016,overtaker,952.0
90,6,Spanish Grand Prix,massa,5.0,2,16.0,2016,overtaker,952.0
91,8,Spanish Grand Prix,vettel,7.0,7,3.0,2016,overtaker,952.0
92,9,Spanish Grand Prix,palmer,8.0,2,14.0,2016,overtaker,952.0
93,10,Spanish Grand Prix,raikkonen,9.0,2,4.0,2016,overtaker,952.0
94,12,Spanish Grand Prix,sainz,1.0,26,9.0,2016,overtaker,952.0
95,13,Spanish Grand Prix,perez,3.0,22,9.0,2016,overtaker,952.0
96,14,Spanish Grand Prix,ricciardo,2.0,14,2.0,2016,overtaker,952.0
97,14,Spanish Grand Prix,button,3.0,22,10.0,2016,overtaker,952.0
98,14,Spanish Grand Prix,alonso,2.0,25,11.0,2016,overtaker,952.0
99,14,Spanish Grand Prix,massa,5.0,11,12.0,2016,overtaker,952.0
100,15,Spanish Grand Prix,verstappen,2.0,19,3.0,2016,overtaker,952.0
101,15,Spanish Grand Prix,raikkonen,2.0,20,5.0,2016,overtaker,952.0
102,15,Spanish Grand Prix,hulkenberg,4.0,Unknown,13.0,2016,overtaker,952.0
103,16,Spanish Grand Prix,magnussen,5.0,14,14.0,2016,overtaker,952.0
104,16,Spanish Grand Prix,kvyat,6.0,9,15.0,2016,overtaker,952.0
105,17,Spanish Grand Prix,grosjean,1.0,12,11.0,2016,overtaker,952.0
106,17,Spanish Grand Prix,ericsson,7.0,7,15.0,2016,overtaker,952.0
107,17,Spanish Grand Prix,palmer,5.0,16,16.0,2016,overtaker,952.0
108,17,Spanish Grand Prix,gutierrez,0.0,13,17.0,2016,overtaker,952.0
109,17,Spanish Grand Prix,nasr,4.0,19,18.0,2016,overtaker,952.0
110,7,Monaco Grand Prix,verstappen,6.0,5.0,18.0,2016,overtaker,953.0
111,8,Monaco Grand Prix,gutierrez,7.0,8.0,10.0,2016,overtaker,953.0
112,10,Monaco Grand Prix,verstappen,9.0,2.0,15.0,2016,overtaker,953.0
113,16,Monaco Grand Prix,verstappen,3.0,15.0,15.0,2016,overtaker,953.0
114,17,Monaco Grand Prix,button,8.0,13.0,11.0,2016,overtaker,953.0
115,19,Monaco Grand Prix,verstappen,6.0,12.0,14.0,2016,overtaker,953.0
116,19,Monaco Grand Prix,verstappen,6.0,12.0,13.0,2016,overtaker,953.0
117,20,Monaco Grand Prix,ericsson,8.0,9.0,16.0,2016,overtaker,953.0
118,23,Monaco Grand Prix,verstappen,10.0,8.0,10.0,2016,overtaker,953.0
119,25,Monaco Grand Prix,grosjean,9.0,5.0,17.0,2016,overtaker,953.0
120,37,Monaco Grand Prix,ericsson,7.0,12.0,16.0,2016,overtaker,953.0
121,41,Monaco Grand Prix,massa,8.0,36.0,10.0,2016,overtaker,953.0
122,77,Monaco Grand Prix,bottas,27.0,0.0,11.0,2016,overtaker,953.0
123,78,Monaco Grand Prix,hulkenberg,46.0,0.0,6.0,2016,overtaker,953.0
124,2,Canadian Grand Prix,hulkenberg,1.0,19,8.0,2016,overtaker,954.0
125,2,Canadian Grand Prix,grosjean,1.0,15,14.0,2016,overtaker,954.0
126,3,Canadian Grand Prix,rosberg,2.0,18,9.0,2016,overtaker,954.0
127,4,Canadian Grand Prix,ericsson,3.0,10,18.0,2016,overtaker,954.0
128,7,Canadian Grand Prix,haryanto,6.0,8,20.0,2016,overtaker,954.0
129,9,Canadian Grand Prix,grosjean,8.0,8,13.0,2016,overtaker,954.0
130,11,Canadian Grand Prix,rosberg,10.0,10,8.0,2016,overtaker,954.0
131,11,Canadian Grand Prix,kvyat,10.0,6,13.0,2016,overtaker,954.0
132,11,Canadian Grand Prix,palmer,10.0,Unknown,17.0,2016,overtaker,954.0
133,11,Canadian Grand Prix,haryanto,10.0,4,18.0,2016,overtaker,954.0
134,12,Canadian Grand Prix,sainz,11.0,1,13.0,2016,overtaker,954.0
135,12,Canadian Grand Prix,raikkonen,0.0,21,14.0,2016,overtaker,954.0
136,15,Canadian Grand Prix,raikkonen,3.0,18,12.0,2016,overtaker,954.0
137,16,Canadian Grand Prix,raikkonen,4.0,17,11.0,2016,overtaker,954.0
138,16,Canadian Grand Prix,sainz,2.0,32,15.0,2016,overtaker,954.0
139,17,Canadian Grand Prix,vettel,5.0,20,3.0,2016,overtaker,954.0
140,18,Canadian Grand Prix,vettel,6.0,19,2.0,2016,overtaker,954.0
141,18,Canadian Grand Prix,raikkonen,6.0,15,9.0,2016,overtaker,954.0
142,19,Canadian Grand Prix,kvyat,1.0,25,13.0,2016,overtaker,954.0
143,21,Canadian Grand Prix,alonso,3.0,48,14.0,2016,overtaker,954.0
144,21,Canadian Grand Prix,gutierrez,7.0,20,15.0,2016,overtaker,954.0
145,24,Canadian Grand Prix,rosberg,2.0,27,7.0,2016,overtaker,954.0
146,2,European Grand Prix,hulkenberg,1.0,18.0,13.0,2016,overtaker,
147,5,European Grand Prix,bottas,4.0,14.0,7.0,2016,overtaker,
148,5,European Grand Prix,hamilton,4.0,10.0,8.0,2016,overtaker,
149,5,European Grand Prix,ericsson,4.0,11.0,18.0,2016,overtaker,
150,5,European Grand Prix,magnussen,4.0,1.0,19.0,2016,overtaker,
151,6,European Grand Prix,vettel,5.0,14.0,2.0,2016,overtaker,
152,6,European Grand Prix,ericsson,5.0,10.0,14.0,2016,overtaker,
153,8,European Grand Prix,hulkenberg,7.0,12.0,7.0,2016,overtaker,
154,8,European Grand Prix,ricciardo,1.0,14.0,10.0,2016,overtaker,
155,8,European Grand Prix,palmer,7.0,3.0,13.0,2016,overtaker,
156,8,European Grand Prix,verstappen,2.0,12.0,14.0,2016,overtaker,
157,10,European Grand Prix,ricciardo,3.0,12.0,8.0,2016,overtaker,
158,10,European Grand Prix,ricciardo,3.0,12.0,7.0,2016,overtaker,
159,10,European Grand Prix,raikkonen,1.0,41.0,10.0,2016,overtaker,
160,10,European Grand Prix,massa,2.0,18.0,11.0,2016,overtaker,
161,10,European Grand Prix,verstappen,4.0,10.0,13.0,2016,overtaker,
162,10,European Grand Prix,sainz,5.0,17.0,15.0,2016,overtaker,
163,11,European Grand Prix,hamilton,10.0,4.0,4.0,2016,overtaker,
164,11,European Grand Prix,raikkonen,2.0,40.0,8.0,2016,overtaker,
165,11,European Grand Prix,massa,3.0,17.0,9.0,2016,overtaker,
166,13,European Grand Prix,ricciardo,6.0,9.0,6.0,2016,overtaker,
167,14,European Grand Prix,verstappen,8.0,6.0,11.0,2016,overtaker,
168,2,Austrian Grand Prix,verstappen,1.0,13,6.0,2016,overtaker,956.0
169,2,Austrian Grand Prix,alonso,1.0,6,13.0,2016,overtaker,956.0
170,2,Austrian Grand Prix,massa,1.0,10,20.0,2016,overtaker,956.0
171,2,Austrian Grand Prix,massa,1.0,10,19.0,2016,overtaker,956.0
172,6,Austrian Grand Prix,rosberg,5.0,4,4.0,2016,overtaker,956.0
173,6,Austrian Grand Prix,verstappen,5.0,9,5.0,2016,overtaker,956.0
174,6,Austrian Grand Prix,vettel,5.0,Unknown,7.0,2016,overtaker,956.0
175,7,Austrian Grand Prix,raikkonen,6.0,15,2.0,2016,overtaker,956.0
176,7,Austrian Grand Prix,vettel,6.0,Unknown,6.0,2016,overtaker,956.0
177,7,Austrian Grand Prix,ricciardo,6.0,7,7.0,2016,overtaker,956.0
178,7,Austrian Grand Prix,massa,6.0,5,18.0,2016,overtaker,956.0
179,8,Austrian Grand Prix,rosberg,7.0,2,3.0,2016,overtaker,956.0
180,9,Austrian Grand Prix,verstappen,8.0,6,4.0,2016,overtaker,956.0
181,11,Austrian Grand Prix,massa,10.0,1,10.0,2016,overtaker,956.0
182,11,Austrian Grand Prix,gutierrez,10.0,10,11.0,2016,overtaker,956.0
183,11,Austrian Grand Prix,nasr,10.0,17,12.0,2016,overtaker,956.0
184,11,Austrian Grand Prix,rosberg,0.0,17,14.0,2016,overtaker,956.0
185,11,Austrian Grand Prix,alonso,2.0,15,19.0,2016,overtaker,956.0
186,12,Austrian Grand Prix,gutierrez,11.0,9,9.0,2016,overtaker,956.0
187,12,Austrian Grand Prix,nasr,11.0,16,10.0,2016,overtaker,956.0
188,12,Austrian Grand Prix,rosberg,1.0,16,12.0,2016,overtaker,956.0
189,13,Austrian Grand Prix,rosberg,2.0,15,9.0,2016,overtaker,956.0
190,7,British Grand Prix,sainz,1.0,10.0,10.0,2016,overtaker,957.0
191,7,British Grand Prix,sainz,1.0,10.0,9.0,2016,overtaker,957.0
192,16,British Grand Prix,verstappen,8.0,2.0,2.0,2016,overtaker,957.0
193,21,British Grand Prix,ricciardo,3.0,31.0,4.0,2016,overtaker,957.0
194,24,British Grand Prix,nasr,7.0,27.0,14.0,2016,overtaker,957.0
195,28,British Grand Prix,vettel,12.0,24.0,10.0,2016,overtaker,957.0
196,33,British Grand Prix,bottas,16.0,18.0,14.0,2016,overtaker,957.0
197,38,British Grand Prix,rosberg,20.0,14.0,2.0,2016,overtaker,957.0
198,39,British Grand Prix,gutierrez,21.0,12.0,16.0,2016,overtaker,957.0
199,40,British Grand Prix,alonso,0.0,11.0,13.0,2016,overtaker,957.0
200,46,British Grand Prix,raikkonen,29.0,6.0,5.0,2016,overtaker,957.0
201,49,British Grand Prix,massa,10.0,2.0,11.0,2016,overtaker,957.0
202,2,Hungarian Grand Prix,raikkonen,1.0,27.0,13.0,2016,overtaker,958.0
203,5,Hungarian Grand Prix,raikkonen,4.0,24.0,12.0,2016,overtaker,958.0
204,16,Hungarian Grand Prix,grosjean,1.0,20.0,17.0,2016,overtaker,958.0
205,16,Hungarian Grand Prix,nasr,4.0,23.0,19.0,2016,overtaker,958.0
206,19,Hungarian Grand Prix,bottas,2.0,24.0,12.0,2016,overtaker,958.0
207,23,Hungarian Grand Prix,nasr,11.0,16.0,18.0,2016,overtaker,958.0
208,27,Hungarian Grand Prix,kvyat,2.0,19.0,18.0,2016,overtaker,958.0
209,31,Hungarian Grand Prix,raikkonen,1.0,19.0,6.0,2016,overtaker,958.0
210,33,Hungarian Grand Prix,ericsson,15.0,12.0,19.0,2016,overtaker,958.0
211,41,Hungarian Grand Prix,wehrlein,5.0,27.0,21.0,2016,overtaker,958.0
212,63,Hungarian Grand Prix,perez,22.0,6.0,11.0,2016,overtaker,958.0
213,2,German Grand Prix,sainz,1.0,7.0,12.0,2016,overtaker,959.0
214,2,German Grand Prix,grosjean,1.0,15.0,19.0,2016,overtaker,959.0
215,2,German Grand Prix,grosjean,1.0,15.0,18.0,2016,overtaker,959.0
216,2,German Grand Prix,haryanto,1.0,11.0,21.0,2016,overtaker,959.0
217,4,German Grand Prix,grosjean,3.0,13.0,16.0,2016,overtaker,959.0
218,5,German Grand Prix,ericsson,4.0,11.0,20.0,2016,overtaker,959.0
219,6,German Grand Prix,alonso,5.0,8.0,10.0,2016,overtaker,959.0
220,6,German Grand Prix,perez,5.0,2.0,14.0,2016,overtaker,959.0
221,6,German Grand Prix,grosjean,5.0,11.0,15.0,2016,overtaker,959.0
222,9,German Grand Prix,sainz,8.0,0.0,11.0,2016,overtaker,959.0
223,9,German Grand Prix,magnussen,8.0,2.0,12.0,2016,overtaker,959.0
224,11,German Grand Prix,kvyat,3.0,17.0,20.0,2016,overtaker,959.0
225,12,German Grand Prix,verstappen,0.0,16.0,8.0,2016,overtaker,959.0
226,12,German Grand Prix,perez,3.0,15.0,15.0,2016,overtaker,959.0
227,13,German Grand Prix,rosberg,1.0,14.0,7.0,2016,overtaker,959.0
228,14,German Grand Prix,hulkenberg,1.0,18.0,10.0,2016,overtaker,959.0
229,14,German Grand Prix,perez,5.0,13.0,13.0,2016,overtaker,959.0
230,14,German Grand Prix,wehrlein,1.0,12.0,19.0,2016,overtaker,959.0
231,15,German Grand Prix,raikkonen,0.0,17.0,6.0,2016,overtaker,959.0
232,15,German Grand Prix,massa,5.0,11.0,14.0,2016,overtaker,959.0
233,15,German Grand Prix,magnussen,3.0,17.0,15.0,2016,overtaker,959.0
234,16,German Grand Prix,bottas,3.0,17.0,7.0,2016,overtaker,959.0
235,2,Belgian Grand Prix,bottas,1.0,5.0,5.0,2016,overtaker,960.0
236,2,Belgian Grand Prix,perez,1.0,4.0,7.0,2016,overtaker,960.0
237,2,Belgian Grand Prix,hamilton,1.0,7.0,13.0,2016,overtaker,960.0
238,4,Belgian Grand Prix,perez,3.0,2.0,5.0,2016,overtaker,960.0
239,4,Belgian Grand Prix,hamilton,3.0,5.0,11.0,2016,overtaker,960.0
240,11,Belgian Grand Prix,kvyat,1.0,10.0,7.0,2016,overtaker,960.0
241,11,Belgian Grand Prix,raikkonen,1.0,13.0,16.0,2016,overtaker,960.0
242,11,Belgian Grand Prix,raikkonen,1.0,13.0,15.0,2016,overtaker,960.0
243,11,Belgian Grand Prix,nasr,1.0,12.0,16.0,2016,overtaker,960.0
244,12,Belgian Grand Prix,hamilton,2.0,9.0,4.0,2016,overtaker,960.0
245,12,Belgian Grand Prix,perez,2.0,12.0,7.0,2016,overtaker,960.0
246,12,Belgian Grand Prix,grosjean,2.0,11.0,9.0,2016,overtaker,960.0
247,13,Belgian Grand Prix,vettel,3.0,10.0,10.0,2016,overtaker,960.0
248,14,Belgian Grand Prix,bottas,4.0,9.0,11.0,2016,overtaker,960.0
249,15,Belgian Grand Prix,gutierrez,5.0,7.0,12.0,2016,overtaker,960.0
250,16,Belgian Grand Prix,vettel,6.0,7.0,9.0,2016,overtaker,960.0
251,17,Belgian Grand Prix,vettel,7.0,6.0,8.0,2016,overtaker,960.0
252,17,Belgian Grand Prix,bottas,7.0,6.0,10.0,2016,overtaker,960.0
253,18,Belgian Grand Prix,hamilton,8.0,3.0,3.0,2016,overtaker,960.0
254,18,Belgian Grand Prix,gutierrez,8.0,4.0,11.0,2016,overtaker,960.0
255,18,Belgian Grand Prix,raikkonen,8.0,6.0,13.0,2016,overtaker,960.0
256,19,Belgian Grand Prix,bottas,9.0,4.0,9.0,2016,overtaker,960.0
257,2,Italian Grand Prix,hamilton,1.0,23.0,5.0,2016,overtaker,961.0
258,2,Italian Grand Prix,grosjean,1.0,26.0,12.0,2016,overtaker,961.0
259,2,Italian Grand Prix,button,1.0,13.0,19.0,2016,overtaker,961.0
260,5,Italian Grand Prix,verstappen,4.0,8.0,10.0,2016,overtaker,961.0
261,6,Italian Grand Prix,button,5.0,9.0,18.0,2016,overtaker,961.0
262,7,Italian Grand Prix,ericsson,6.0,16.0,16.0,2016,overtaker,961.0
263,7,Italian Grand Prix,button,6.0,8.0,17.0,2016,overtaker,961.0
264,7,Italian Grand Prix,gutierrez,6.0,9.0,18.0,2016,overtaker,961.0
265,8,Italian Grand Prix,verstappen,7.0,5.0,9.0,2016,overtaker,961.0
266,8,Italian Grand Prix,button,7.0,7.0,16.0,2016,overtaker,961.0
267,10,Italian Grand Prix,button,9.0,5.0,15.0,2016,overtaker,961.0
268,11,Italian Grand Prix,hamilton,10.0,14.0,4.0,2016,overtaker,961.0
269,13,Italian Grand Prix,ericsson,12.0,10.0,16.0,2016,overtaker,961.0
270,13,Italian Grand Prix,gutierrez,12.0,3.0,17.0,2016,overtaker,961.0
271,15,Italian Grand Prix,bottas,1.0,15.0,11.0,2016,overtaker,961.0
272,15,Italian Grand Prix,bottas,1.0,15.0,10.0,2016,overtaker,961.0
273,16,Italian Grand Prix,bottas,2.0,14.0,8.0,2016,overtaker,961.0
274,16,Italian Grand Prix,verstappen,2.0,19.0,13.0,2016,overtaker,961.0
275,17,Italian Grand Prix,perez,1.0,11.0,8.0,2016,overtaker,961.0
276,17,Italian Grand Prix,verstappen,3.0,18.0,10.0,2016,overtaker,961.0
277,18,Italian Grand Prix,hulkenberg,3.0,15.0,12.0,2016,overtaker,961.0
278,18,Italian Grand Prix,button,2.0,20.0,15.0,2016,overtaker,961.0
279,3,Singapore Grand Prix,nasr,1.0,14.0,15.0,2016,overtaker,962.0
280,4,Singapore Grand Prix,nasr,2.0,13.0,14.0,2016,overtaker,962.0
281,4,Singapore Grand Prix,vettel,2.0,20.0,17.0,2016,overtaker,962.0
282,5,Singapore Grand Prix,vettel,3.0,19.0,16.0,2016,overtaker,962.0
283,5,Singapore Grand Prix,bottas,3.0,10.0,18.0,2016,overtaker,962.0
284,6,Singapore Grand Prix,vettel,4.0,18.0,15.0,2016,overtaker,962.0
285,14,Singapore Grand Prix,vettel,12.0,10.0,11.0,2016,overtaker,962.0
286,14,Singapore Grand Prix,verstappen,0.0,13.0,14.0,2016,overtaker,962.0
287,15,Singapore Grand Prix,alonso,0.0,19.0,12.0,2016,overtaker,962.0
288,15,Singapore Grand Prix,sainz,7.0,12.0,17.0,2016,overtaker,962.0
289,16,Singapore Grand Prix,verstappen,2.0,11.0,13.0,2016,overtaker,962.0
290,17,Singapore Grand Prix,sainz,9.0,10.0,15.0,2016,overtaker,962.0
291,18,Singapore Grand Prix,magnussen,0.0,20.0,12.0,2016,overtaker,962.0
292,18,Singapore Grand Prix,ericsson,9.0,7.0,15.0,2016,overtaker,962.0
293,19,Singapore Grand Prix,nasr,1.0,16.0,15.0,2016,overtaker,962.0
294,21,Singapore Grand Prix,nasr,3.0,14.0,14.0,2016,overtaker,962.0
295,25,Singapore Grand Prix,vettel,0.0,17.0,13.0,2016,overtaker,962.0
296,25,Singapore Grand Prix,bottas,9.0,5.0,16.0,2016,overtaker,962.0
297,27,Singapore Grand Prix,vettel,2.0,15.0,11.0,2016,overtaker,962.0
298,27,Singapore Grand Prix,vettel,2.0,15.0,10.0,2016,overtaker,962.0
299,29,Singapore Grand Prix,verstappen,1.0,15.0,11.0,2016,overtaker,962.0
300,29,Singapore Grand Prix,sainz,1.0,19.0,16.0,2016,overtaker,962.0
301,2,Malaysian Grand Prix,verstappen,1.0,7.0,4.0,2016,overtaker,963.0
302,3,Malaysian Grand Prix,verstappen,2.0,6.0,3.0,2016,overtaker,963.0
303,3,Malaysian Grand Prix,sainz,2.0,17.0,10.0,2016,overtaker,963.0
304,3,Malaysian Grand Prix,alonso,2.0,6.0,11.0,2016,overtaker,963.0
305,3,Malaysian Grand Prix,rosberg,2.0,6.0,16.0,2016,overtaker,963.0
306,3,Malaysian Grand Prix,gutierrez,1.0,19.0,20.0,2016,overtaker,963.0
307,4,Malaysian Grand Prix,raikkonen,3.0,16.0,4.0,2016,overtaker,963.0
308,4,Malaysian Grand Prix,alonso,3.0,5.0,10.0,2016,overtaker,963.0
309,4,Malaysian Grand Prix,rosberg,3.0,5.0,15.0,2016,overtaker,963.0
310,4,Malaysian Grand Prix,rosberg,3.0,5.0,14.0,2016,overtaker,963.0
311,6,Malaysian Grand Prix,alonso,5.0,3.0,9.0,2016,overtaker,963.0
312,6,Malaysian Grand Prix,rosberg,5.0,3.0,13.0,2016,overtaker,963.0
313,6,Malaysian Grand Prix,rosberg,5.0,3.0,12.0,2016,overtaker,963.0
314,7,Malaysian Grand Prix,wehrlein,6.0,2.0,15.0,2016,overtaker,963.0
315,9,Malaysian Grand Prix,rosberg,8.0,0.0,10.0,2016,overtaker,963.0
316,11,Malaysian Grand Prix,ericsson,10.0,10.0,7.0,2016,overtaker,963.0
317,11,Malaysian Grand Prix,button,1.0,26.0,11.0,2016,overtaker,963.0
318,11,Malaysian Grand Prix,rosberg,1.0,20.0,13.0,2016,overtaker,963.0
319,11,Malaysian Grand Prix,rosberg,1.0,20.0,12.0,2016,overtaker,963.0
320,11,Malaysian Grand Prix,rosberg,1.0,20.0,11.0,2016,overtaker,963.0
321,11,Malaysian Grand Prix,hulkenberg,1.0,17.0,13.0,2016,overtaker,963.0
322,12,Malaysian Grand Prix,rosberg,2.0,19.0,10.0,2016,overtaker,963.0
323,3,Japanese Grand Prix,vettel,2.0,9.0,3.0,2016,overtaker,964.0
324,6,Japanese Grand Prix,raikkonen,5.0,6.0,6.0,2016,overtaker,964.0
325,7,Japanese Grand Prix,hamilton,6.0,6.0,7.0,2016,overtaker,964.0
326,11,Japanese Grand Prix,ricciardo,0.0,21.0,13.0,2016,overtaker,964.0
327,11,Japanese Grand Prix,grosjean,0.0,19.0,18.0,2016,overtaker,964.0
328,11,Japanese Grand Prix,button,10.0,8.0,19.0,2016,overtaker,964.0
